106.589	0.921656	0.0867493	9.41233	959	694
112	0.922928	0.110749	11.9997	1522	886
118.102	0.922929	0.112124	12.1487	1562	897
126.522	0.922929	0.118999	12.8936	1483	952
134.944	0.923476	0.119124	12.8995	1560	953
142.516	0.923476	0.119124	12.8995	1560	953
149.385	0.923476	0.119124	12.8995	1560	953
157.498	0.923476	0.119124	12.8995	1560	953
165.748	0.923476	0.119124	12.8995	1560	953
172.75	0.923476	0.119124	12.8995	1560	953
180.057	0.923476	0.119124	12.8995	1560	953
185.625	0.923476	0.119124	12.8995	1560	953
192.79	0.923476	0.119124	12.8995	1560	953
202.25	0.923476	0.119124	12.8995	1560	953
212.556	0.923476	0.119124	12.8995	1560	953
223.601	0.923476	0.119124	12.8995	1560	953
234.554	0.923476	0.119124	12.8995	1560	953
245.992	0.923476	0.119124	12.8995	1560	953
256.954	0.923476	0.119124	12.8995	1560	953
268.003	0.923476	0.119124	12.8995	1560	953
279.481	0.923476	0.119124	12.8995	1560	953
289.294	0.923476	0.119124	12.8995	1560	953
299.334	0.923476	0.119124	12.8995	1560	953
306.038	0.923476	0.119124	12.8995	1560	953
310.793	0.923476	0.119124	12.8995	1560	953
314.843	0.923476	0.119124	12.8995	1560	953
326.266	0.923476	0.119124	12.8995	1560	953
337.455	0.923476	0.119124	12.8995	1560	953
350.401	0.923535	0.133624	14.4688	2080	1069
363.604	0.923538	0.134999	14.6176	2008	1080
376.967	0.923558	0.134999	14.6173	2008	1080
391.345	0.923579	0.134999	14.617	2008	1080
407.153	0.923579	0.168626	18.2579	2921	1349
414.792	0.923579	0.168626	18.2579	2921	1349
419.532	0.923579	0.168626	18.2579	2921	1349
423.907	0.923579	0.168626	18.2579	2921	1349
426.178	0.923579	0.168626	18.2579	2921	1349
429.275	0.923579	0.168626	18.2579	2921	1349
432.023	0.923579	0.168626	18.2579	2921	1349
439.678	0.923579	0.168626	18.2579	2921	1349
451.204	0.923579	0.168626	18.2579	2228	1349
468.675	0.923579	0.168626	18.2579	2228	1349
484.941	0.923579	0.168626	18.2579	2228	1349
502.656	0.923579	0.168626	18.2579	2228	1349
519.711	0.923579	0.168626	18.2579	2228	1349
527.041	0.923579	0.168626	18.2579	2228	1349
535.101	0.923579	0.168626	18.2579	2228	1349
540.602	0.923579	0.168626	18.2579	2228	1349
547.678	0.923579	0.168626	18.2579	2228	1349
554.027	0.923579	0.168626	18.2579	2228	1349
562.821	0.923579	0.168626	18.2579	2228	1349
572.085	0.923579	0.168626	18.2579	2228	1349
581.298	0.923579	0.168626	18.2579	2228	1349
590.718	0.923579	0.168626	18.2579	2228	1349
599.1	0.923579	0.168626	18.2579	2228	1349
605.324	0.923579	0.168626	18.2579	2228	1349
611.652	0.923579	0.168626	18.2579	2228	1349
621.28	0.923579	0.168626	18.2579	2228	1349
630.96	0.923579	0.168626	18.2579	2228	1349
639.842	0.923579	0.168626	18.2579	2228	1349
648.918	0.923579	0.168626	18.2579	2228	1349
658.23	0.923579	0.168626	18.2579	2228	1349
666.35	0.923579	0.168626	18.2579	2228	1349
683.64	0.923579	0.168626	18.2579	2228	1349
699.611	0.923579	0.168626	18.2579	2228	1349
706.391	0.923579	0.168626	18.2579	2228	1349
713.282	0.923579	0.168626	18.2579	2228	1349
719.88	0.923579	0.168626	18.2579	2228	1349
726.659	0.923579	0.168626	18.2579	2228	1349
733.555	0.923579	0.168626	18.2579	2228	1349
