66.117	0.000722134	0.00125	173.098	6	10
74.032	0.000722134	0.00125	173.098	6	10
87.21	0.000722134	0.00125	173.098	6	10
101.915	0.000722134	0.00125	173.098	6	10
110.076	0.000722134	0.00125	173.098	6	10
118.696	0.000722134	0.00125	173.098	6	10
127.251	0.000722134	0.00125	173.098	6	10
129.592	0.000722134	0.00125	173.098	6	10
132.478	0.000722134	0.00125	173.098	6	10
136.25	0.000722134	0.00125	173.098	6	10
139.376	0.000722134	0.00125	173.098	6	10
142.333	0.000722134	0.00125	173.098	6	10
144.965	0.000722134	0.00125	173.098	6	10
148.873	0.000722134	0.00125	173.098	6	10
155.707	0.000722134	0.00125	173.098	6	10
157.562	0.000722134	0.00125	173.098	6	10
161.213	0.000722134	0.00125	173.098	6	10
165.644	0.000722134	0.00125	173.098	6	10
169.976	0.000722134	0.00125	173.098	6	10
174.349	0.000722134	0.00125	173.098	6	10
178.983	0.000722134	0.00125	173.098	6	10
184.379	0.000722134	0.00125	173.098	6	10
188.697	0.000722134	0.00125	173.098	6	10
192.669	0.000722134	0.00125	173.098	6	10
196.778	0.000722134	0.00125	173.098	6	10
201.008	0.000722134	0.00125	173.098	6	10
203.198	0.000722134	0.00125	173.098	6	10
203.198	0.000722134	0.00125	173.098	6	10
