82.17	0.382367	0.0404999	10.5919	777	324
89.944	0.38237	0.0419999	10.9841	872	336
101.85	0.38237	0.0419999	10.9841	872	336
107.822	0.38237	0.0419999	10.9841	872	336
110.461	0.38237	0.0419999	10.9841	872	336
113.551	0.38237	0.0419999	10.9841	872	336
117.467	0.38237	0.0419999	10.9841	872	336
121.349	0.38237	0.0419999	10.9841	872	336
123.032	0.38237	0.0419999	10.9841	872	336
126.579	0.38237	0.0419999	10.9841	872	336
133.63	0.38237	0.0419999	10.9841	872	336
141.984	0.38237	0.0419999	10.9841	872	336
144.589	0.38237	0.0419999	10.9841	872	336
147.102	0.38237	0.0419999	10.9841	872	336
149.205	0.38237	0.0419999	10.9841	872	336
157.726	0.38237	0.0419999	10.9841	872	336
166.028	0.38237	0.0419999	10.9841	872	336
173.192	0.38237	0.0419999	10.9841	872	336
181.921	0.38237	0.0419999	10.9841	872	336
187.133	0.38237	0.0419999	10.9841	872	336
189.401	0.38237	0.0419999	10.9841	872	336
192.046	0.38237	0.0419999	10.9841	872	336
194.597	0.38237	0.0419999	10.9841	872	336
197.478	0.38237	0.0419999	10.9841	872	336
201.718	0.38237	0.0419999	10.9841	872	336
217.164	0.397146	0.0579997	14.6041	1312	464
221.448	0.397146	0.0579997	14.6041	1121	450
